index,biome,search_term,search_url,article_link,title,abstract,confirmed_biome,title_lower,article_link_lower
4,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/32556166/,"The food-gut axis: lactic acid bacteria and their link to food, the gut microbiome and human health","Lactic acid bacteria (LAB) are present in foods, the environment and the animal gut, although fermented foods (FFs) are recognized as the",animal,,
34,animal,bat,https://pubmed.ncbi.nlm.nih.gov/?term=bat+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/29459707/,Hologenomic adaptations underlying the evolution of sanguivory in the common vampire bat,Adaptation to specialized diets often requires modifications at both genomic and microbiome levels. We applied a hologenomic approach to the common vampire,animal,,https://pubmed.ncbi.nlm.nih.gov/29459707/
19,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33027674/,Obesity Impairs Short-Term and Working Memory through Gut Microbial Metabolism of Aromatic Amino Acids,"The gut microbiome has been linked to fear extinction learning in animal models. Here, we aimed to explore the gut microbiome and",animal,,
10,animal,cattle,https://pubmed.ncbi.nlm.nih.gov/?term=cattle+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34210366/,Metagenomics analysis revealed the distinctive ruminal microbiome and resistive profiles in dairy buffaloes,Background: Antimicrobial resistance poses super challenges in both human health and livestock production. Rumen microbiota is a large reservoir of antibiotic resistance,animal,,https://pubmed.ncbi.nlm.nih.gov/34210366/
30,animal,bat,https://pubmed.ncbi.nlm.nih.gov/?term=bat+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/31181730/,Unravelling the Single-Stranded DNA Virome of the New Zealand Blackfly,"Over the last decade, arthropods have been shown to harbour a rich diversity of viruses. Through viral metagenomics a large diversity of",animal,,https://pubmed.ncbi.nlm.nih.gov/31181730/
24,animal,bat,https://pubmed.ncbi.nlm.nih.gov/?term=bat+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/36509943/,The Upper Respiratory Tract Microbiome Network Impacted by SARS-CoV-2,"The microbiome of upper respiratory tract (URT) acts as a gatekeeper to respiratory health of the host. However, little is still known",animal,,https://pubmed.ncbi.nlm.nih.gov/36509943/
36,animal,bat,https://pubmed.ncbi.nlm.nih.gov/?term=bat+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35829939/,"Bacteria related to tick-borne pathogen assemblages in Ornithodoros cf. hasei (Acari: Argasidae) and blood of the wild mammal hosts in the Orinoquia region, Colombia","Interest in research on soft ticks has increased in recent decades, leading to valuable insight into their role as disease vectors. The",animal,,https://pubmed.ncbi.nlm.nih.gov/35829939/
15,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32235826/,Metagenome-wide association of gut microbiome features for schizophrenia,Evidence is mounting that the gut-brain axis plays an important role in mental diseases fueling mechanistic investigations to provide a basis for,animal,,
9,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/28866243/,"Intestinal Lactobacillus in health and disease, a driver or just along for the ride?","Metagenomics and related methods have led to significant advances in our understanding of the human microbiome. Members of the genus Lactobacillus, although",animal,,
7,animal,cattle,https://pubmed.ncbi.nlm.nih.gov/?term=cattle+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/19181843/,Gene-centric metagenomics of the fiber-adherent bovine rumen microbiome reveals forage specific glycoside hydrolases,"The complex microbiome of the rumen functions as an effective system for the conversion of plant cell wall biomass to microbial protein,",animal,,https://pubmed.ncbi.nlm.nih.gov/19181843/
6,animal,cattle,https://pubmed.ncbi.nlm.nih.gov/?term=cattle+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/36273894/,Identification of 146 Metagenome-assembled Genomes from the Rumen Microbiome of Cattle in Japan,"The rumen contains a complex microbial ecosystem that degrades plant materials, such as cellulose and hemicellulose. We herein reconstructed 146 nonredundant, rumen-specific",animal,,https://pubmed.ncbi.nlm.nih.gov/36273894/
16,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32403302/,The Microbiome in Cystic Fibrosis Pulmonary Disease,"Cystic fibrosis (CF) is a genetic disease with mutational changes leading to profound dysbiosis, both pulmonary and intestinal, from a very young",animal,,
3,animal,cattle,https://pubmed.ncbi.nlm.nih.gov/?term=cattle+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/32398126/,Multi-omics reveals that the rumen microbiome and its metabolome together with the host metabolome contribute to individualized dairy cow performance,"Background: Recently, we reported that some dairy cows could produce high amounts of milk with high amounts of protein (defined as milk",animal,,https://pubmed.ncbi.nlm.nih.gov/32398126/
13,animal,cattle,https://pubmed.ncbi.nlm.nih.gov/?term=cattle+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/26552373/,The functionality of the gastrointestinal microbiome in non-human animals,"Due to the significance of the microbiome on human health, much of the current data available regarding microbiome functionality is centered on",animal,,https://pubmed.ncbi.nlm.nih.gov/26552373/
37,animal,bat,https://pubmed.ncbi.nlm.nih.gov/?term=bat+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34083632/,"The presence of Pseudogymnoascus destructans, a fungal pathogen of bats, correlates with changes in microbial metacommunity structure","Metacommunity theory provides a framework for how community patterns arise from processes across scales, which is relevant for understanding patterns in host-associated",animal,,https://pubmed.ncbi.nlm.nih.gov/34083632/
21,animal,bat,https://pubmed.ncbi.nlm.nih.gov/?term=bat+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/30285857/,Comparative analysis of rodent and small mammal viromes to better understand the wildlife origin of emerging infectious diseases,"Background: Rodents represent around 43% of all mammalian species, are widely distributed, and are the natural reservoirs of a diverse group of",animal,,https://pubmed.ncbi.nlm.nih.gov/30285857/
11,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32101703/,Dysbiosis-Induced Secondary Bile Acid Deficiency Promotes Intestinal Inflammation,Secondary bile acids (SBAs) are derived from primary bile acids (PBAs) in a process reliant on biosynthetic capabilities possessed by few microbes.,animal,,
29,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/36910183/,"Microbiome diversity, composition and assembly in a California citrus orchard","The citrus root and rhizosphere microbiomes have been relatively well described in the literature, especially in the context of Huanglonbing disease. Yet",plant,,https://pubmed.ncbi.nlm.nih.gov/36910183/
33,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33776974/,Inorganic Chemical Fertilizer Application to Wheat Reduces the Abundance of Putative Plant Growth-Promoting Rhizobacteria,The profound negative effect of inorganic chemical fertilizer application on rhizobacterial diversity has been well documented using 16S rRNA gene amplicon sequencing,plant,,https://pubmed.ncbi.nlm.nih.gov/33776974/
6,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/32988416/,Soil origin and plant genotype structure distinct microbiome compartments in the model legume Medicago truncatula,Background: Understanding the genetic and environmental factors that structure plant microbiomes is necessary for leveraging these interactions to address critical needs in,plant,,
17,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36559640/,Quercus ilex Phyllosphere Microbiome Environmental-Driven Structure and Composition Shifts in a Mediterranean Contex,The intra- and interdomain phyllosphere microbiome features of Quercus ilex L. in a Mediterranean context is reported. We hypothesized that the main,plant,,
26,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/30587246/,Rhizosphere microorganisms can influence the timing of plant flowering,"Background: Plant phenology has crucial biological, physical, and chemical effects on the biosphere. Phenological drivers have largely been studied, but the role",plant,,https://pubmed.ncbi.nlm.nih.gov/30587246/
20,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35406820/,The Grapevine Microbiome to the Rescue: Implications for the Biocontrol of Trunk Diseases,Grapevine trunk diseases (GTDs) are one of the most devastating pathologies that threaten the survival and profitability of vineyards around the world.,plant,,https://pubmed.ncbi.nlm.nih.gov/35406820/
8,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34960726/,Metagenomics Analysis of the Wheat Virome Identifies Novel Plant and Fungal-Associated Viral Sequences,"Wheat viruses including wheat streak mosaic virus, Triticum mosaic virus, and barley yellow dwarf virus cost substantial losses in crop yields every",plant,,
23,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/23443006/,Unexpected diversity during community succession in the apple flower microbiome,"Despite its importance to the host, the flower microbiome is poorly understood. We report a culture-independent, community-level assessment of apple flower microbial",plant,,https://pubmed.ncbi.nlm.nih.gov/23443006/
16,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35935216/,"Temporal Dynamics of Endogenous Bacterial Composition in Rice Seeds During Maturation and Storage, and Spatial Dynamics of the Bacteria During Seedling Growth","Seed endophytes are of interest because they are believed to affect seed quality, and ultimately, plant growth and fitness. A comprehensive understanding",plant,,https://pubmed.ncbi.nlm.nih.gov/35935216/
1,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/36255324/,"Nitrogen Fertilizer Application Alters the Root Endophyte Bacterial Microbiome in Maize Plants, but Not in the Stem or Rhizosphere Soil","Plant-associated microorganisms that affect plant development, their composition, and their functionality are determined by the host, soil conditions, and agricultural practices. How",plant,,https://pubmed.ncbi.nlm.nih.gov/36255324/
5,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/31366912/,"Microbiomes of Velloziaceae from phosphorus-impoverished soils of the campos rupestres, a biodiversity hotspot","The rocky, seasonally-dry and nutrient-impoverished soils of the Brazilian campos rupestres impose severe growth-limiting conditions on plants. Species of a dominant plant",plant,,https://pubmed.ncbi.nlm.nih.gov/31366912/
10,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/30464766/,"Plant Microbiome and Its Link to Plant Health: Host Species, Organs and Pseudomonas syringae pv. actinidiae Infection Shaping Bacterial Phyllosphere Communities of Kiwifruit Plants","Pseudomonas syringae pv. actinidiae (Psa) is the causal agent of the bacterial canker, the most devastating disease of kiwifruit vines. Before entering",plant,,
4,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/29378627/,Integrated multi-omic analysis of host-microbiota interactions in acute oak decline,"Background: Britain's native oak species are currently under threat from acute oak decline (AOD), a decline-disease where stem bleeds overlying necrotic lesions",plant,,https://pubmed.ncbi.nlm.nih.gov/29378627/
15,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/31893578/,Characterization of the core microbiome in tobacco leaves during aging,Microbiome plays an important role during the tobacco aging process which was an indispensable link in the production and processing of cigarettes.,plant,,
8,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/33780002/,New insight to the role of microbes in the methane exchange in trees: evidence from metagenomic sequencing,Methane (CH4 ) exchange in tree stems and canopies and the processes involved are among the least understood components of the global,plant,,https://pubmed.ncbi.nlm.nih.gov/33780002/
12,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36419926/,Maize rhizosphere modulates the microbiome diversity and community structure to enhance plant health,"Metagenomic has been explored in investigating microbiome diversity. However, there is limited available information on its application towards securing plant health. Hence,",plant,,
28,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35336212/,Unraveling the Tropaeolum majus L. (Nasturtium) Root-Associated Bacterial Community in Search of Potential Biofertilizers,"Although Tropaeolum majus (nasturtium) is an agriculturally and economically important plant, especially due to the presence of edible flowers and its medicinal",plant,,https://pubmed.ncbi.nlm.nih.gov/35336212/
1,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/28799900/,Establishing Causality: Opportunities of Synthetic Communities for Plant Microbiome Research,Plant microbiome research highlights the importance of indigenous microbial communities for host phenotypes such as growth and health. It aims to discover,plant,,
19,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/23705801/,Baseline survey of the anatomical microbial ecology of an important food plant: Solanum lycopersicum (tomato),Background: Research to understand and control microbiological risks associated with the consumption of fresh fruits and vegetables has examined many environments in,plant,,https://pubmed.ncbi.nlm.nih.gov/23705801/
7,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/32085509/,Endophytic Bacterial Microbiome Diversity in Early Developmental Stage Plant Tissues of Wheat Varieties,Endophytic bacteria are an important part of different functions in plants that lead to plants' production characteristics as well as their stress,plant,,
14,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/31404250/,Revealing Cues for Fungal Interplay in the Plant-Air Interface in Vineyards,Plant-associated microorganisms play a crucial role in plant health and productivity. Belowground microbial diversity is widely reported as a major factor in,plant,,
2,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34389047/,Plant developmental stage drives the differentiation in ecological role of the maize microbiome,"Background: Plants live with diverse microbial communities which profoundly affect multiple facets of host performance, but if and how host development impacts",plant,,
35,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35834536/,Metagenomic analysis of the dynamical conversion of photosynthetic bacterial communities in different crop fields over different growth periods,"Photosynthetic bacteria are beneficial to plants, but knowledge of photosynthetic bacterial community dynamics in field crops during different growth stages is scarce.",plant,,https://pubmed.ncbi.nlm.nih.gov/35834536/
11,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/29050374/,Taxonomic structure and functional association of foxtail millet root microbiome,"The root microbes play pivotal roles in plant productivity, nutrient uptakes, and disease resistance. The root microbial community structure has been extensively",plant,,https://pubmed.ncbi.nlm.nih.gov/29050374/
3,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35215838/,Bacteriophages Roam the Wheat Phyllosphere,"The phyllosphere microbiome plays an important role in plant fitness. Recently, bacteriophages have been shown to play a role in shaping the",plant,,
25,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/32984478/,Microbial and functional diversity of Cyclopia intermedia rhizosphere microbiome revealed by analysis of shotgun metagenomics sequence data,"Cyclopia spp., commonly referred to as honeybush due to the honey scented flowers, are indigenous legumes mainly growing in the Cape Floristic",plant,,https://pubmed.ncbi.nlm.nih.gov/32984478/
31,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35082293/,The pollen virome of wild plants and its association with variation in floral traits and land use,Pollen is a unique vehicle for viral spread. Pollen-associated viruses hitchhike on or within pollen grains and are transported to other plants,plant,,https://pubmed.ncbi.nlm.nih.gov/35082293/
4,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/33486428/,Deciphering core-microbiome of rice leaf endosphere: Revelation by metagenomic and microbiological analysis of aromatic and non-aromatic genotypes grown in three geographical zones,We have deciphered the leaf endophytic-microbiome of aromatic (cv. Pusa Basmati-1) and non-aromatic (cv. BPT-5204) rice-genotypes grown in the mountain and plateau-zones,plant,,
30,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32974094/,Omics approaches in Allium research: Progress and way ahead,Background: The genus Allium (Family: Amaryllidaceae) is an economically important group of crops cultivated worldwide for their use as a vegetable and,plant,,https://pubmed.ncbi.nlm.nih.gov/32974094/
15,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/29028005/,Microbiome and infectivity studies reveal complex polyspecies tree disease in Acute Oak Decline,Decline-diseases are complex and becoming increasingly problematic to tree health globally. Acute Oak Decline (AOD) is characterized by necrotic stem lesions and,plant,,https://pubmed.ncbi.nlm.nih.gov/29028005/
27,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/25733079/,Microbial communities on flower surfaces act as signatures of pollinator visitation,"Microbes are easily dispersed from one place to another, and immigrant microbes might contain information about the environments from which they came.",plant,,https://pubmed.ncbi.nlm.nih.gov/25733079/
13,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34961255/,Two Decades of Desiccation Biology: A Systematic Review of the Best Studied Angiosperm Resurrection Plants,Resurrection plants have an extraordinary ability to survive extreme water loss but still revive full metabolic activity when rehydrated. These plants are,plant,,
12,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36910183/,"Microbiome diversity, composition and assembly in a California citrus orchard","The citrus root and rhizosphere microbiomes have been relatively well described in the literature, especially in the context of Huanglonbing disease. Yet",plant,,https://pubmed.ncbi.nlm.nih.gov/36910183/
