latitude,longitude,place_name
44.33,143.37,"南が丘町七丁目, Mombetsu, Hokkaido Prefecture, 094-0005, Japan"
29.3,122.08,"Xiangshan County, Ningbo, Zhejiang, China"
29.2,122.0,"大苟头渔村, Ningbo, Zhejiang, China"
29.15,122.0,"Xiangshan County, Ningbo, Zhejiang, China"
29.15,121.83,"Luohaitang, Xiangshan County, Ningbo, Zhejiang, China"
29.14,122.22,"Xiangshan County, Ningbo, Zhejiang, China"
29.11,121.64,"丹东 - 东兴, Sanmen County, Taizhou, Zhejiang, China"
30.69,121.74,"洋山镇, 舟山群岛新区, Shengsi County, Zhoushan, Zhejiang, China"
29.11,121.7,"Sanmen County, Taizhou, Zhejiang, 317100, China"
29.09,121.68,"Jiantiao Town, Taizhou, Zhejiang, China"
29.06,121.74,"Sanmen County, Taizhou, Zhejiang, 317100, China"
29.03,121.78,"Xiangshan County, Ningbo, Zhejiang, China"
29.0,121.72,"Sanmen County, Taizhou, Zhejiang, 317100, China"
28.97,121.83,"Xiangshan County, Ningbo, Zhejiang, China"
28.97,122.29,"Xiangshan County, Ningbo, Zhejiang, China"
28.94,121.79,"Sanmen County, Taizhou, Zhejiang, 317100, China"
28.88,122.12,"Xiangshan County, Ningbo, Zhejiang, China"
30.68,121.89,"洋山镇, 舟山群岛新区, Shengsi County, Zhoushan, Zhejiang, China"
28.93,122.29,"Xiangshan County, Ningbo, Zhejiang, China"
28.91,122.26,"Xiangshan County, Ningbo, Zhejiang, China"
28.89,122.26,"Xiangshan County, Ningbo, Zhejiang, China"
28.87,122.27,"Zhejiang, China"
28.86,122.25,"Xiangshan County, Ningbo, Zhejiang, China"
28.85,122.22,"Xiangshan County, Ningbo, Zhejiang, China"
28.88,122.23,"Xiangshan County, Ningbo, Zhejiang, China"
28.9,122.25,"Xiangshan County, Ningbo, Zhejiang, China"
28.9,122.27,"Xiangshan County, Ningbo, Zhejiang, China"
30.68,121.56,"Fengxian District, Shanghai, China"
28.89,122.29,"Zhejiang, China"
29.46,122.22,"Xiangshan County, Ningbo, Zhejiang, China"
29.42,122.22,"Xiangshan County, Ningbo, Zhejiang, China"
29.39,122.21,"Xiangshan County, Ningbo, Zhejiang, China"
29.48,122.17,"Xiangshan County, Ningbo, Zhejiang, China"
29.36,122.26,"Xiangshan County, Ningbo, Zhejiang, China"
29.36,122.22,"Xiangshan County, Ningbo, Zhejiang, China"
29.42,122.34,"Xiangshan County, Ningbo, Zhejiang, China"
29.91,122.29,"鲁家峙村, Zhoushan, Zhejiang, China"
29.9,122.31,"沙头村, Zhoushan, Zhejiang, China"
29.92,122.29,"鲁中路, Shenjiamen Street, 舟山群岛新区, Putuo District, Zhoushan, Zhejiang, China"
29.9,122.29,"沙头村, Zhoushan, Zhejiang, China"
30.21,122.32,"沙湾村, Zhoushan, Zhejiang, China"
30.12,122.3,"长涂镇, 舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.17,122.23,"长涂镇, 舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.12,122.42,"长涂镇, 舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.19,122.42,"长涂镇, 舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.18,122.32,"Changtu, Zhoushan, Zhejiang, China"
30.67,122.57,"Huanglong, 舟山群岛新区, Shengsi County, Zhoushan, Shengsi, Zhejiang, China"
29.21,122.02,"大苟头渔村, Xiangshan County, Ningbo, Zhejiang, China"
29.24,122.04,"Xiangshan County, Ningbo, Zhejiang, China"
29.24,122.1,"Xiangshan County, Ningbo, Zhejiang, China"
29.2,122.11,"Xiangshan County, Ningbo, Zhejiang, China"
29.18,122.05,"Daiwanggongyucun, Xiangshan County, Ningbo, Zhejiang, China"
30.67,122.8,"Juqi, 舟山群岛新区, Shengsi County, Zhoushan, Zhejiang, China"
30.62,121.9,"洋山镇, 舟山群岛新区, Shengsi County, Zhoushan, Zhejiang, China"
30.6,121.6,"滩浒村, Zhoushan, Zhejiang, China"
30.59,122.42,"Qushan, 舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.57,122.25,"Qushan, 舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.57,121.25,"Pinghu, Jiaxing, Zhejiang, China"
30.55,121.28,"Pinghu, Jiaxing, Zhejiang, China"
30.5,121.5,"Pinghu, Jiaxing, Zhejiang, China"
30.5,121.78,"洋山镇, 舟山群岛新区, Shengsi County, Zhoushan, Zhejiang, China"
30.5,122.5,"Qushan, 舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.46,121.21,"Pinghu, Jiaxing, Zhejiang, China"
30.44,122.79,"Juqi, 舟山群岛新区, Shengsi County, Zhoushan, Zhejiang, China"
30.42,121.28,"围垦区, Cixi, Ningbo, Zhejiang, China"
30.4,121.35,"围垦区, Cixi, Ningbo, Zhejiang, China"
30.83,122.65,"绿华村, Zhoushan, Zhejiang, China"
30.37,121.63,"舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.36,122.78,"Qushan, 舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.21,122.79,"Dongji, 舟山群岛新区, Putuo District, Zhoushan, Zhejiang, China"
30.13,122.67,"Dongji, 舟山群岛新区, Putuo District, Zhoushan, Zhejiang, China"
30.1,121.8,"Jintang, 舟山群岛新区, Dinghai District, Zhoushan, Zhejiang, China"
30.07,121.68,"澥浦镇, Zhenhai District, Ningbo, Zhejiang, China"
29.99,122.64,"舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
29.99,121.74,"Zhaobaoshan, Zhenhai District, Ningbo, Zhejiang, 315200, China"
29.98,121.78,"戚家山街道, Beilun District, Ningbo, Zhejiang, China"
29.97,121.82,"Xinqi, Beilun District, Ningbo, Zhejiang, 315800, China"
29.95,121.92,"Daxie, Beilun District, Ningbo, Zhejiang, China"
29.92,122.2,"Shenjiamen Street, 舟山群岛新区, Putuo District, Zhoushan, Zhejiang, China"
29.9,122.05,"Guoju, Beilun District, Ningbo, Zhejiang, China"
29.88,122.18,"Taohua, 舟山群岛新区, Putuo District, Zhoushan, Zhejiang, China"
29.83,122.63,"舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
30.81,122.5,"Caiyuan, 舟山群岛新区, Shengsi County, Zhoushan, Zhejiang, 202450, China"
29.72,121.96,"Liuheng, 舟山群岛新区, Putuo District, Zhoushan, Zhejiang, China"
29.7,122.49,"舟山群岛新区, Daishan County, Zhoushan, Zhejiang, China"
29.67,122.0,"Liuheng, 舟山群岛新区, Putuo District, Zhoushan, Zhejiang, China"
29.67,121.86,"Xiangshan County, Ningbo, Zhejiang, China"
29.55,121.73,"Dongtacun, Ningbo, Zhejiang, China"
29.53,121.79,"Matanyucuncun, Ningbo, Zhejiang, China"
30.77,122.32,"Caiyuan, 舟山群岛新区, Shengsi County, Zhoushan, Zhejiang, 202450, China"
29.52,122.42,"Xiangshan County, Ningbo, Zhejiang, China"
29.52,121.6,"杨村, Ningbo, Zhejiang, China"
29.49,121.52,"西店团堧飞地, Qiangjiao, Ninghai County, Ningbo, Zhejiang, China"
29.48,121.57,"Qiangjiao, Ninghai County, Ningbo, Zhejiang, China"
29.37,122.33,"Xiangshan County, Ningbo, Zhejiang, China"
30.74,122.56,"Caiyuan, 舟山群岛新区, Shengsi County, Zhoushan, Zhejiang, 202450, China"
34.97,135.95,"笠山八丁目, Otsu, Shiga Prefecture, 520-2113, Japan"
-7.5775,110.4475,"Labuhan, Umbulharjo, Cangkringan, Sleman Regency, Special Region of Yogyakarta, Java, 55583, Indonesia"
-7.5775,110.4481,"Ketep, Labuhan, Bebeng, Umbulharjo, Cangkringan, Sleman Regency, Special Region of Yogyakarta, Java, 55583, Indonesia"
-7.5786,110.4475,"Ketep, Labuhan, Bebeng, Umbulharjo, Cangkringan, Sleman Regency, Special Region of Yogyakarta, Java, 55583, Indonesia"
35.567838,139.267575,"Negoya, Midori Ward, Sagamihara, Kanagawa Prefecture, 243-0307, Japan"
35.557247,139.266921,"Midori Ward, Sagamihara, Kanagawa Prefecture, 243-0306, Japan"
34.642943,137.099529,"Mukaiyamacho, Tahara, Aichi Prefecture, Chubu Region, 441-3492, Japan"
18.38,108.48,
30.64,114.21,"金银湖街道, Dongxihu District, Wuhan, Hubei, 430048, China"
24.34,123.91,"Mihara, Taketomi, Yaeyama, Okinawa Prefecture, 907-1432, Japan"
38.27404,140.86087,"歯学部臨床研究棟, 1, Seiryomachi, Aoba Ward, Sendai, Miyagi Prefecture, 980-0872, Japan"
26.69,127.88,"East Parking (for Buses Only), Prefectural Highway 114, Bise, Motobu, Kunigami, Okinawa Prefecture, 905-0206, Japan"
26.71,127.88,"Cape Bise, Prefectural Highway 114, Bise, Motobu, Kunigami, Okinawa Prefecture, 905-0206, Japan"
38.152,141.0042,"Natori, Miyagi Prefecture, Japan"
38.1635,141.5216,"Ishinomaki, Miyagi Prefecture, Japan"
14.5,101.85,"Lam Nang Kaeo, Nakhon Ratchasima Province, Thailand"
35.11,139.36,"Manazuru, Ashigarashimo County, Kanagawa Prefecture, 259-0201, Japan"
31.471316,130.334004,"Kinpocho-Ikebe, Minamisatsuma, Kagoshima Prefecture, 899-3302, Japan"
37.3354,126.5642,"Yeonsu-gu, Incheon, South Korea"
35.65,139.74,"Azabu-Juban 3-chome, Mita 2-chome, Azabu, Minato, Tokyo, 108-0073, Japan"
31.4713,130.334,"Kinpocho-Ikebe, Minamisatsuma, Kagoshima Prefecture, 899-3302, Japan"
32.244613,130.170926,"Shoura, Nagashima, Izumi County, Kagoshima Prefecture, Japan"
41.7687,140.7289,"Hakodate City Hall, 13, Shinonomecho, Hakodate, Oshima Subprefecture, Hokkaido Prefecture, 040-0063, Japan"
38.15,140.5,"Aone-Zao Line, Kawasaki, Shibata County, Miyagi Prefecture, 989-0901, Japan"
77.4977,-69.2119,"Thule, Avannaata, 3971, Greenland"
77.4908,-69.2508,"Thule, Avannaata, 3971, Greenland"
77.5183,-69.0619,"Thule, Avannaata, 3971, Greenland"
77.5033,-69.1458,"Thule, Avannaata, 3971, Greenland"
77.5075,-69.1219,"Thule, Avannaata, 3971, Greenland"
47.0,160.0,
30.0,145.0,
33.0706,131.3831,"Taketa, Oita Prefecture, Japan"
43.52,116.78,"巴彦锡勒, Xilinhot City, Xilingol League, Inner Mongolia, China"
43.55,116.68,"集锡线, Qingniandian, 巴彦锡勒, Xilinhot City, Xilingol League, Inner Mongolia, China"
43.54,116.68,"巴彦锡勒, Xilinhot City, Xilingol League, Inner Mongolia, China"
43.58,116.68,"Danxi Expressway, 巴彦锡勒, Xilinhot City, Xilingol League, Inner Mongolia, China"
43.57,116.68,"集锡线, Qingniandian, 巴彦锡勒, Xilinhot City, Xilingol League, Inner Mongolia, China"
43.94,114.59,"集阿线, Abag, Biligtai Town, Abag Banner, Xilingol League, Inner Mongolia, China"
43.94,114.58,"X920, Biligtai Town, Abag Banner, Xilingol League, Inner Mongolia, China"
43.19,112.36,"208国道, Gerelt Od Sum, Erenhot City, Sonid Right Banner, Xilingol League, Inner Mongolia, China"
43.19,112.37,"二广高速, Gerelt Od Sum, Erenhot City, Sonid Right Banner, Xilingol League, Inner Mongolia, China"
35.2161,135.9986,"Otsu, Shiga Prefecture, Japan"
36.042294,139.502256,"原馬室橋, 滝馬室, Konosu, Saitama Prefecture, 365-0042, Japan"
35.948333,139.544722,"リバーサイドフェニックスゴルフクラブ, Kawagoe-Ageo Line, 西貝塚, Kawagoe, Saitama Prefecture, 362-0065, Japan"
36.039722,139.4975,"原馬室橋, 滝馬室, Konosu, Saitama Prefecture, 365-0042, Japan"
35.993611,139.501389,"Hatanaka, Kawajima, Hiki County, Saitama Prefecture, 364-0026, Japan"
35.974722,139.509167,"Demarushimogo, Kawajima, Hiki County, Saitama Prefecture, 363-0027, Japan"
36.040278,139.496111,"Hasunuma-shinden, Yoshimi, Hiki County, Saitama Prefecture, 365-0043, Japan"
35.974722,139.508889,"Demarushimogo, Kawajima, Hiki County, Saitama Prefecture, 363-0027, Japan"
41.4047,-99.6414,"981, South B Street, Broken Bow, Custer County, Nebraska, 68822, United States"
32.22,131.1,"National Route 265, Kamiitaya, Nishi Mera, Koyu County, Miyazaki Prefecture, Japan"
35.04,135.45,"Higashihonmecho-Higashiotani, Kameoka, Kyoto Prefecture, 622-0059, Japan"
33.23,131.01,"Amagasemachi-Itsumaichi, Hita, Oita Prefecture, Japan"
38.14,140.21,"Nanyo, Yamagata Prefecture, Japan"
31.51,131.18,"Kushima, Miyazaki Prefecture, 888-8555, Japan"
34.47,135.5,"Niwashirodai 2-cho, Minami Ward, Sakai, Osaka Prefecture, 540-8570, Japan"
35.33,138.26,"Hayakawa, Minamikoma County, Yamanashi Prefecture, Chubu Region, Japan"
35.02,135.48,"Honmecho-Ide, Kameoka, Kyoto Prefecture, 621-0034, Japan"
36.36,140.38,"赤尾関町, Mito, Ibaraki Prefecture, 319-0317, Japan"
38.46,140.45,"大字東根, Higashine, Yamagata Prefecture, 999-3723, Japan"
35.51,137.55,"Nakatsugawa, Gifu Prefecture, Chubu Region, 508-0006, Japan"
31.9321,131.4023,"Komatsu, Miyazaki, Miyazaki Prefecture, 880-8505, Japan"
31.9385,131.3868,"Atoe, Miyazaki, Miyazaki Prefecture, 880-8505, Japan"
31.9067,131.4261,"Kawaramachi, Beppucho, Miyazaki, Miyazaki Prefecture, 880-8505, Japan"
31.9192,131.4264,"Miyazaki Aceland, 22, Miyazaki, Miyazaki Prefecture, 880-0812, Japan"
31.6969,131.3687,"Kitagocho-Gonohara, Nichinan, Miyazaki Prefecture, 889-2402, Japan"
-33.9433,18.82425,"Adam Tas Street, Onder-Papegaaiberg, Stellenbosch Ward 11, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7600, South Africa"
34.710504,137.396652,"畑ヶ田町, Toyohashi, Aichi Prefecture, Chubu Region, 441-8112, Japan"
34.707254,137.395193,"畑ヶ田町, Toyohashi, Aichi Prefecture, Chubu Region, 441-8112, Japan"
34.706124,137.391947,"野依町, Toyohashi, Aichi Prefecture, Chubu Region, 441-8141, Japan"
38.2737,141.533,"Kurosaki, Ishinomaki, Miyagi Prefecture, Japan"
35.520392,139.619459,"横浜市環境創造局港北水再生センター, 太尾堤緑道, Okurayama 7-chome, Kohoku Ward, Yokohama, Kanagawa Prefecture, 231-0017, Japan"
34.657668,137.391944,"田原豊橋自転車道線, 伊古部町, Toyohashi, Aichi Prefecture, Chubu Region, 441-8132, Japan"
35.64,139.68,"Shimouma 1-chome, Setagaya, Tokyo, 154-0002, Japan"
35.134,139.618,"城島山　常光寺, 城ヶ島大橋, Misakimachi-Jogashima, Miura, Kanagawa Prefecture, 238-0298, Japan"
32.783,132.736,"Akadomari, Otsuki, Hata County, Kochi Prefecture, Japan"
33.0,119.0,"Jinhu County, Huai'an, Jiangsu, 211600, China"
35.678,139.436,"滝乃川学園成人部, Chuo Expressway, 泉五丁目, Kunitachi, Tokyo, 186-0012, Japan"
30.78077,130.27946,"Iojima, Mishima, Kagoshima County, Kagoshima Prefecture, Japan"
30.78077,130.27947,"Iojima, Mishima, Kagoshima County, Kagoshima Prefecture, Japan"
30.78077,130.27948,"Iojima, Mishima, Kagoshima County, Kagoshima Prefecture, Japan"
30.78077,130.27949,"Iojima, Mishima, Kagoshima County, Kagoshima Prefecture, Japan"
30.78077,130.2795,"Iojima, Mishima, Kagoshima County, Kagoshima Prefecture, Japan"
30.78077,130.27951,"Iojima, Mishima, Kagoshima County, Kagoshima Prefecture, Japan"
30.78077,130.27952,"Iojima, Mishima, Kagoshima County, Kagoshima Prefecture, Japan"
30.78077,130.27953,"Iojima, Mishima, Kagoshima County, Kagoshima Prefecture, Japan"
34.16,132.15,"岩国大竹線, 御庄一丁目, Iwakuni, Yamaguchi Prefecture, 741-0082, Japan"
24.27,124.13,"Taketomi, Yaeyama, Okinawa Prefecture, Japan"
32.44,130.41,"20, 姫戸町姫浦, Kamiamakusa, Kumamoto Prefecture, Japan"
32.24,130.14,"Nagashima, Izumi County, Kagoshima Prefecture, 899-1501, Japan"
35.0705,135.7675,"Iwakura-Hataedacho, Sakyo Ward, Kyoto, Kyoto Prefecture, 606-8505, Japan"
58.4917,9.6298,
65.4451,23.2985,"Kalix kommun, Norrbotten County, Sweden"
-20.68,-38.63,
-20.43,-38.63,
-44.433,169.261,"Epic view of Lake Hawea, Meads Road, Queenstown-Lakes District, Otago, New Zealand"
78.93,11.86,"Ny-Ålesund, Svalbard, Norway"
40.437045,-79.984464,"Marion Street, Bluff, Pittsburgh, Allegheny County, Pennsylvania, 15219, United States"
38.274,140.8609,"Tohoku University Seiryo Campus, 1, Seiryomachi, Aoba Ward, Sendai, Miyagi Prefecture, 980-0872, Japan"
34.874477,138.321627,"駅北五丁目, Yaizu, Shizuoka Prefecture, Chubu Region, Japan"
34.959813,138.089613,"川根温泉;ふれあいの泉, 藤枝天竜線, 川根町笹間渡, Shimada, Shizuoka Prefecture, Chubu Region, 428-0103, Japan"
34.875225,138.015394,"掛川川根線, 居尻, Kakegawa, Shizuoka Prefecture, Chubu Region, Japan"
34.818561,138.020122,"掛川川根線, 上西郷, 美人ヶ谷, Kakegawa, Shizuoka Prefecture, Chubu Region, 436-0342, Japan"
34.871805,138.1549,"尾川, Shimada, Shizuoka Prefecture, Chubu Region, 427-0034, Japan"
34.986452,138.298383,"Aoi Ward, Shizuoka, Shizuoka Prefecture, Chubu Region, 420-8602, Japan"
34.282805,138.338794,
34.843811,138.766216,"Nishiizu, Kamo County, Shizuoka Prefecture, Chubu Region, 410-3501, Japan"
38.268,140.872,"北一番丁, Nishikicho 1-chome, Aoba Ward, Sendai, Miyagi Prefecture, 980-0004, Japan"
39.271508,-121.04982,"17823, Country Circle, Nevada County, California, 95959, United States"
39.153102,-120.978859,"18114, Old Coach Way, Nevada County, California, 95945, United States"
39.194516,-120.966552,"13376, Fawn Hill Drive, Nevada County, California, 95945, United States"
39.162358,-121.002861,"12354, Sunshine Valley Road, Nevada County, California, 95945, United States"
39.272221,-121.007002,"Old Washington Road, Nevada City, Nevada County, California, 95959, United States"
39.160589,-120.98704,"13679, Karrys Place, Nevada County, California, 95945, United States"
39.222056,-121.025104,"Brunswick Road, Grass Valley, Nevada County, California, 95945, United States"
39.19665,-121.087527,"Polaris Drive, Starbright Acres, Nevada County, California, 95949, United States"
35.35,136.28,"Nagasawa, Maibara, Shiga Prefecture, 526-0033, Japan"
35.48,139.68,"日産自動車横浜工場, 大黒橋通り, Daikokucho, Tsurumi Ward, Yokohama, Kanagawa Prefecture, 230-0053, Japan"
46.3441,8.1926,"Chällerli, Binn, Goms, Wallis, 3996, Switzerland"
36.569,137.609,"祓堂, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.568,137.609,"Ichinokoshi Sanso, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.569,137.608,"祓堂, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.568,137.61,"Ichinokoshi Sanso, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.568,137.611,"Ichinokoshi Sanso, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.568,137.612,"Ichinokoshi Sanso, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.569,137.612,"Ichinokoshi Sanso, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.569,137.611,"Ichinokoshi Sanso, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.577,137.6,"Many image of Buddha Statues, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.576,137.6,"Many image of Buddha Statues, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.575,137.6,"Many image of Buddha Statues, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.575,137.599,"Tateyama Center, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.574,137.599,"Tateyama Center, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.574,137.6,"Many image of Buddha Statues, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.573,137.6,"Many image of Buddha Statues, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.572,137.599,"Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.572,137.6,"Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.571,137.599,"Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.571,137.6,"Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.57,137.6,"Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.568,137.601,"Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.57,137.611,"Ichinokoshi Sanso, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.569,137.61,"Ichinokoshi Sanso, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.57,137.61,"祓堂, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.57,137.609,"祓堂, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.571,137.609,"祓堂, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.571,137.61,"祓堂, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.573,137.608,"祓堂, Tateyama Toll Road, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.579,137.591,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.579,137.59,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.579,137.576,"Tengudaira Sanso, Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.578,137.573,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.579,137.573,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.579,137.574,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.582,137.578,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.583,137.577,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.585,137.575,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.585,137.574,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.585,137.573,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
36.585,137.57,"Tateyama Toll Road, 芦峅寺, Tateyama, Nakaniikawa County, Toyama Prefecture, Chubu Region, 930-1412, Japan"
35.19,139.38,"Chigasaki, Kanagawa Prefecture, Japan"
32.83,133.17,"Tosashimizu, Kochi Prefecture, 787-0392, Japan"
33.34,133.5,"Tosa, Kochi Prefecture, Japan"
33.34,133.83,"Yasuda, Aki County, Kochi Prefecture, 781-6422, Japan"
33.17,133.99,"Muroto, Kochi Prefecture, 781-7185, Japan"
