index,biome,search_term,search_url,article_link,title,abstract,confirmed_biome,title_lower,article_link_lower
14,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/31404250/,Revealing Cues for Fungal Interplay in the Plant-Air Interface in Vineyards,"Plant-associated microorganisms play a crucial role in plant health and productivity. Belowground microbial diversity is widely reported as a major factor in determining the composition of the plant microbiome. In contrast, much less is known about the role of the atmosphere in relation to the plant microbiome. The current study examined the hypothesis that the atmospheric microbiome influences the composition of fungal communities of the aboveground organs (flowers, fruit, and leaves) of table grape and vice versa. The atmosphere surrounding grape plantings exhibited a significantly higher level of fungal diversity relative to the nearby plant organs and shared a higher number of phylotypes (5,536 OTUs, 40.3%) with the plant than between organs of the same plant. Using a Bayesian source tracking approach, plant organs were determined to be the major source of the atmospheric fungal community (92%). In contrast, airborne microbiota had only a minor contribution to the grape microbiome, representing the source of 15, 4, and 35% of the fungal communities of leaves, flowers, and fruits, respectively. Moreover, data indicate that plant organs and the surrounding atmosphere shared a fraction of each other's fungal communities, and this shared pool of fungal taxa serves as a two-way reservoir of microorganisms. Microbial association analysis highlighted more positive than negative interactions between fungal phylotypes. Positive interactions were more common within the same environment, while negative interactions appeared to occur more frequently between different environments, i.e., atmosphere, leaf, flower, and fruit. The current study revealed the interplay between the fungal communities of the grape phyllosphere with the surrounding air. Plants were identified as a major source of recruitment for the atmospheric microbiome, while the surrounding atmosphere contributed only a small fraction of the plant fungal community. The results of the study suggested that the plant-air interface modulates the plant recruitment of atmospheric fungi, taking a step forward in understanding the plant holobiont assembly and how the atmosphere surrounding plants plays a role in this process. The impact of plants on the atmospheric microbiota has several biological and epidemiological implications for plants and humans.",plant,,
15,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/31893578/,Characterization of the core microbiome in tobacco leaves during aging,"Microbiome plays an important role during the tobacco aging process which was an indispensable link in the production and processing of cigarettes. However, the structure and functions of microbiome have not been clarified during the tobacco aging process. In this study, 16S rDNA and ITS amplicon sequencing techniques were used to analyze the core microbiome of 15 tobacco samples from five different aging stages. The whole bacterial microbiome was classified into 29 microbial phyla and 132 orders. Enterobacteriales (63%), Pseudomonadales (16%), Sphingomonadales (8%), Xanthomonadales (4%), Burkholderiales (4%), Rhizobiales (3%), and Bacillales (2%) comprised the core bacterial microbiome. The whole fungal microbiome was classified into five microbial phyla and 52 orders. Incertae_sedis_Eurotiomycetes (27%), Wallemiales (25%), Sporidiobolales (17%), Capnodiales (5%), Eurotiales (2%), an unclassified Ascomycota (12%), and an unidentified Eurotiomycetes (4%) comprised the core fungal microbiome. FAPROTAX function prediction suggested that the core microbiome has a substantial potential for the carbon cycle, nitrate metabolism, aromatic compound degradation, chitinolysis, cellulolysis, and xylanolysis, but simultaneously, the core microbiome is also a source of human pathogens. The dynamics of the bacterial community were primarily determined by the total nitrogen in tobacco leaves during the aging process, while those of the fungal microbiome were primarily determined by total organic carbon. This study indicated that the core microbiome activities may play an important role in regulating the loss of carbon organic compounds and enhancing the secondary metabolites during tobacco leaves aging process.",plant,,
17,plant,leaf,https://pubmed.ncbi.nlm.nih.gov/?term=leaf+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36559640/,Quercus ilex Phyllosphere Microbiome Environmental-Driven Structure and Composition Shifts in a Mediterranean Contex,"The intra- and interdomain phyllosphere microbiome features of Quercus ilex L. in a Mediterranean context is reported. We hypothesized that the main driver of the phyllosphere microbiome might be the season and that atmospheric pollutants might have a co-effect. Hence, we investigated the composition of epiphytic bacteria and fungi of leaves sampled in urban and natural areas (in Southern Italy) in summer and winter, using microscopy and metagenomic analysis. To assess possible co-effects on the composition of the phyllosphere microbiome, concentrations of particulate matter and polycyclic aromatic hydrocarbons (PAHs) were determined from sampled leaves. We found that environmental factors had a significative influence on the phyllosphere biodiversity, altering the taxa relative abundances. Ascomycota and Firmicutes were higher in summer and in urban areas, whereas a significant increase in Proteobacteria was observed in the winter season, with higher abundance in natural areas. Network analysis suggested that OTUs belonging to Acidobacteria, Cytophagia, unkn. Firmicutes(p), Actinobacteria are keystone of the Q. ilex phyllosphere microbiome. In addition, 83 genes coding for 5 enzymes involved in PAH degradation pathways were identified. Given that the phyllosphere microbiome can be considered an extension of the ecosystem services offered by trees, our results can be exploited in the framework of Next-Generation Biomonitoring.",plant,,
0,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/24336217/,Diet rapidly and reproducibly alters the human gut microbiome,"Long-term dietary intake influences the structure and activity of the trillions of microorganisms residing in the human gut, but it remains unclear how rapidly and reproducibly the human gut microbiome responds to short-term macronutrient change. Here we show that the short-term consumption of diets composed entirely of animal or plant products alters microbial community structure and overwhelms inter-individual differences in microbial gene expression. The animal-based diet increased the abundance of bile-tolerant microorganisms (Alistipes, Bilophila and Bacteroides) and decreased the levels of Firmicutes that metabolize dietary plant polysaccharides (Roseburia, Eubacterium rectale and Ruminococcus bromii). Microbial activity mirrored differences between herbivorous and carnivorous mammals, reflecting trade-offs between carbohydrate and protein fermentation. Foodborne microbes from both diets transiently colonized the gut, including bacteria, fungi and even viruses. Finally, increases in the abundance and activity of Bilophila wadsworthia on the animal-based diet support a link between dietary fat, bile acids and the outgrowth of microorganisms capable of triggering inflammatory bowel disease. In concert, these results demonstrate that the gut microbiome can rapidly respond to altered diet, potentially facilitating the diversity of human dietary lifestyles.",animal,,
1,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/29171095/,The Gastrointestinal Microbiome: A Review,"The gastrointestinal microbiome is a diverse consortium of bacteria, archaea, fungi, protozoa, and viruses that inhabit the gut of all mammals. Studies in humans and other mammals have implicated the microbiome in a range of physiologic processes that are vital to host health including energy homeostasis, metabolism, gut epithelial health, immunologic activity, and neurobehavioral development. The microbial genome confers metabolic capabilities exceeding those of the host organism alone, making the gut microbiome an active participant in host physiology. Recent advances in DNA sequencing technology and computational biology have revolutionized the field of microbiomics, permitting mechanistic evaluation of the relationships between an animal and its microbial symbionts. Changes in the gastrointestinal microbiome are associated with diseases in humans and animals including inflammatory bowel disease, asthma, obesity, metabolic syndrome, cardiovascular disease, immune-mediated conditions, and neurodevelopmental conditions such as autism spectrum disorder. While there remains a paucity of data regarding the intestinal microbiome in small animals, recent studies have helped to characterize its role in host animal health and associated disease states. This review is intended to familiarize small animal veterinarians with recent advances in the field of microbiomics and to prime them for a future in which diagnostic tests and therapies will incorporate these developments into clinical practice.",animal,,
2,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/21885731/,Linking long-term dietary patterns with gut microbial enterotypes,"Diet strongly affects human health, partly by modulating gut microbiome composition. We used diet inventories and 16S rDNA sequencing to characterize fecal samples from 98 individuals. Fecal communities clustered into enterotypes distinguished primarily by levels of Bacteroides and Prevotella. Enterotypes were strongly associated with long-term diets, particularly protein and animal fat (Bacteroides) versus carbohydrates (Prevotella). A controlled-feeding study of 10 subjects showed that microbiome composition changed detectably within 24 hours of initiating a high-fat/low-fiber or low-fat/high-fiber diet, but that enterotype identity remained stable during the 10-day study. Thus, alternative enterotype states are associated with long-term diet.",animal,,
3,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34111395/,Organoids and organs-on-chips: Insights into human gut-microbe interactions,"The important and diverse roles of the gut microbiota in human health and disease are increasingly recognized. The difficulty of inferring causation from metagenomic microbiome sequencing studies and from mouse-human interspecies differences has prompted the development of sophisticated in vitro models of human gut-microbe interactions. Here, we review recent advances in the co-culture of microbes with intestinal and colonic epithelia, comparing the rapidly developing fields of organoids and organs-on-chips with other standard models. We describe how specific individual processes by which microbes and epithelia interact can be recapitulated in vitro. Using examples of bacterial, viral, and parasitic infections, we highlight the advantages of each culture model and discuss current trends and future possibilities to build more complex co-cultures.",animal,,
4,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/32556166/,"The food-gut axis: lactic acid bacteria and their link to food, the gut microbiome and human health","Lactic acid bacteria (LAB) are present in foods, the environment and the animal gut, although fermented foods (FFs) are recognized as the primary niche of LAB activity. Several LAB strains have been studied for their health-promoting properties and are employed as probiotics. FFs are recognized for their potential beneficial effects, which we review in this article. They are also an important source of LAB, which are ingested daily upon FF consumption. In this review, we describe the diversity of LAB and their occurrence in food as well as the gut microbiome. We discuss the opportunities to study LAB diversity and functional properties by considering the availability of both genomic and metagenomic data in public repositories, as well as the different latest computational tools for data analysis. In addition, we discuss the role of LAB as potential probiotics by reporting the prevalence of key genomic features in public genomes and by surveying the outcomes of LAB use in clinical trials involving human subjects. Finally, we highlight the need for further studies aimed at improving our knowledge of the link between LAB-fermented foods and the human gut from the perspective of health promotion.",animal,,
5,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/31160269/,The gut microbiome and epilepsy,"Recently, evidence from both animal studies and human cases has emerged that a dysbiosis in the gut may be associated with certain forms of epilepsy. The ketogenic diet is an alternative treatment of drug-resistant epilepsy, although its precise mechanism of action has been unclear. It has now been shown that the ketogenic diet changes the composition and function of the gut microbiome in epilepsy patients. Studies in mice have demonstrated that the gut microbiota was necessary for the therapeutic effect of the diet and a mechanism of action has been proposed, providing new potential strategies for treatment. Further studies are needed to confirm the clinical relevance of this discovery. Below, we will discuss the scientific evidence of the role of the microbiome in seizure disorders, the impact of the ketogenic diet on the intestinal microbiota as well as the interactions described between commonly used antiepileptic drugs and intestinal microbial communities. We also discuss the potential of modulators of the gut microbiota as possible future anti-seizure therapeutics.",animal,,
6,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/32075887/,Mediterranean diet intervention in overweight and obese subjects lowers plasma cholesterol and causes changes in the gut microbiome and metabolome independently of energy intake,"Objectives:
        
      
      This study aimed to explore the effects of an isocaloric Mediterranean diet (MD) intervention on metabolic health, gut microbiome and systemic metabolome in subjects with lifestyle risk factors for metabolic disease.
    


          Design:
        
      
      Eighty-two healthy overweight and obese subjects with a habitually low intake of fruit and vegetables and a sedentary lifestyle participated in a parallel 8-week randomised controlled trial. Forty-three participants consumed an MD tailored to their habitual energy intakes (MedD), and 39 maintained their regular diets (ConD). Dietary adherence, metabolic parameters, gut microbiome and systemic metabolome were monitored over the study period.
    


          Results:
        
      
      Increased MD adherence in the MedD group successfully reprogrammed subjects' intake of fibre and animal proteins. Compliance was confirmed by lowered levels of carnitine in plasma and urine. Significant reductions in plasma cholesterol (primary outcome) and faecal bile acids occurred in the MedD compared with the ConD group. Shotgun metagenomics showed gut microbiome changes that reflected individual MD adherence and increase in gene richness in participants who reduced systemic inflammation over the intervention. The MD intervention led to increased levels of the fibre-degrading Faecalibacterium prausnitzii and of genes for microbial carbohydrate degradation linked to butyrate metabolism. The dietary changes in the MedD group led to increased urinary urolithins, faecal bile acid degradation and insulin sensitivity that co-varied with specific microbial taxa.
    


          Conclusion:
        
      
      Switching subjects to an MD while maintaining their energy intake reduced their blood cholesterol and caused multiple changes in their microbiome and metabolome that are relevant in future strategies for the improvement of metabolic health.",animal,,
7,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/30356183/,The human gut microbiome in early-onset type 1 diabetes from the TEDDY study,"Type 1 diabetes (T1D) is an autoimmune disease that targets pancreatic islet beta cells and incorporates genetic and environmental factors1, including complex genetic elements2, patient exposures3 and the gut microbiome4. Viral infections5 and broader gut dysbioses6 have been identified as potential causes or contributing factors; however, human studies have not yet identified microbial compositional or functional triggers that are predictive of islet autoimmunity or T1D. Here we analyse 10,913 metagenomes in stool samples from 783 mostly white, non-Hispanic children. The samples were collected monthly from three months of age until the clinical end point (islet autoimmunity or T1D) in the The Environmental Determinants of Diabetes in the Young (TEDDY) study, to characterize the natural history of the early gut microbiome in connection to islet autoimmunity, T1D diagnosis, and other common early life events such as antibiotic treatments and probiotics. The microbiomes of control children contained more genes that were related to fermentation and the biosynthesis of short-chain fatty acids, but these were not consistently associated with particular taxa across geographically diverse clinical centres, suggesting that microbial factors associated with T1D are taxonomically diffuse but functionally more coherent. When we investigated the broader establishment and development of the infant microbiome, both taxonomic and functional profiles were dynamic and highly individualized, and dominated in the first year of life by one of three largely exclusive Bifidobacterium species (B. bifidum, B. breve or B. longum) or by the phylum Proteobacteria. In particular, the strain-specific carriage of genes for the utilization of human milk oligosaccharide within a subset of B. longum was present specifically in breast-fed infants. These analyses of TEDDY gut metagenomes provide, to our knowledge, the largest and most detailed longitudinal functional profile of the developing gut microbiome in relation to islet autoimmunity, T1D and other early childhood events. Together with existing evidence from human cohorts7,8 and a T1D mouse model9, these data support the protective effects of short-chain fatty acids in early-onset human T1D.",animal,,
8,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/31661299/,Methods in Lung Microbiome Research,"The lung microbiome is associated with host immune response and health outcomes in experimental models and patient cohorts. Lung microbiome research is increasing in volume and scope; however, there are no established guidelines for study design, conduct, and reporting of lung microbiome studies. Standardized approaches to yield reliable and reproducible data that can be synthesized across studies will ultimately improve the scientific rigor and impact of published work and greatly benefit microbiome research. In this review, we identify and address several key elements of microbiome research: conceptual modeling and hypothesis framing; study design; experimental methodology and pitfalls; data analysis; and reporting considerations. Finally, we explore possible future directions and research opportunities. Our goal is to aid investigators who are interested in this burgeoning research area and hopefully provide the foundation for formulating consensus approaches in lung microbiome research.",animal,,
9,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/28866243/,"Intestinal Lactobacillus in health and disease, a driver or just along for the ride?","Metagenomics and related methods have led to significant advances in our understanding of the human microbiome. Members of the genus Lactobacillus, although best understood for essential roles in food fermentations and applications as probiotics, have also come to the fore in a number of untargeted gut microbiome studies in humans and animals. Even though Lactobacillus is only a minor member of the human colonic microbiota, the proportions of those bacteria are frequently either positively or negatively correlated with human disease and chronic conditions. Recent findings on Lactobacillus species in human and animal microbiome research, together with the increased knowledge on probiotic and other ingested lactobacilli, have resulted in new perspectives on the importance of this genus to human health.",animal,,
10,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/28434033/,The gut microbiome as a target for prevention and treatment of hyperglycaemia in type 2 diabetes: from current human evidence to future possibilities,"The totality of microbial genomes in the gut exceeds the size of the human genome, having around 500-fold more genes that importantly complement our coding potential. Microbial genes are essential for key metabolic processes, such as the breakdown of indigestible dietary fibres to short-chain fatty acids, biosynthesis of amino acids and vitamins, and production of neurotransmitters and hormones. During the last decade, evidence has accumulated to support a role for gut microbiota (analysed from faecal samples) in glycaemic control and type 2 diabetes. Mechanistic studies in mice support a causal role for gut microbiota in metabolic diseases, although human data favouring causality is insufficient. As it may be challenging to sort the human evidence from the large number of animal studies in the field, there is a need to provide a review of human studies. Thus, the aim of this review is to cover the current and future possibilities and challenges of using the gut microbiota, with its capacity to be modified, in the development of preventive and treatment strategies for hyperglycaemia and type 2 diabetes in humans. We discuss what is known about the composition and functionality of human gut microbiota in type 2 diabetes and summarise recent evidence of current treatment strategies that involve, or are based on, modification of gut microbiota (diet, probiotics, metformin and bariatric surgery). We go on to review some potential future gut-based glucose-lowering approaches involving microbiota, including the development of personalised nutrition and probiotic approaches, identification of therapeutic components of probiotics, targeted delivery of propionate in the proximal colon, targeted delivery of metformin in the lower gut, faecal microbiota transplantation, and the incorporation of genetically modified bacteria that express therapeutic factors into microbiota. Finally, future avenues and challenges for understanding the interplay between human nutrition, genetics and microbial genetics, and the need for integration of human multi-omic data (such as genetics, transcriptomics, epigenetics, proteomics and metabolomics) with microbiome data (such as strain-level variation, transcriptomics, proteomics and metabolomics) to make personalised treatments a successful future reality are discussed.",animal,,
11,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32101703/,Dysbiosis-Induced Secondary Bile Acid Deficiency Promotes Intestinal Inflammation,"Secondary bile acids (SBAs) are derived from primary bile acids (PBAs) in a process reliant on biosynthetic capabilities possessed by few microbes. To evaluate the role of BAs in intestinal inflammation, we performed metabolomic, microbiome, metagenomic, and transcriptomic profiling of stool from ileal pouches (surgically created resevoirs) in colectomy-treated patients with ulcerative colitis (UC) versus controls (familial adenomatous polyposis [FAP]). We show that relative to FAP, UC pouches have reduced levels of lithocholic acid and deoxycholic acid (normally the most abundant gut SBAs), genes required to convert PBAs to SBAs, and Ruminococcaceae (one of few taxa known to include SBA-producing bacteria). In three murine colitis models, SBA supplementation reduces intestinal inflammation. This anti-inflammatory effect is in part dependent on the TGR5 bile acid receptor. These data suggest that dysbiosis induces SBA deficiency in inflammatory-prone UC patients, which promotes a pro-inflammatory state within the intestine that may be treated by SBA restoration.",animal,,
12,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34951957/,Reuterin in the healthy gut microbiome suppresses colorectal cancer growth through altering redox balance,"Microbial dysbiosis is a colorectal cancer (CRC) hallmark and contributes to inflammation, tumor growth, and therapy response. Gut microbes signal via metabolites, but how the metabolites impact CRC is largely unknown. We interrogated fecal metabolites associated with mouse models of colon tumorigenesis with varying mutational load. We find that microbial metabolites from healthy mice or humans are growth-repressive, and this response is attenuated in mice and patients with CRC. Microbial profiling reveals that Lactobacillus reuteri and its metabolite, reuterin, are downregulated in mouse and human CRC. Reuterin alters redox balance, and reduces proliferation and survival in colon cancer cells. Reuterin induces selective protein oxidation and inhibits ribosomal biogenesis and protein translation. Exogenous Lactobacillus reuteri restricts colon tumor growth, increases tumor reactive oxygen species, and decreases protein translation in vivo. Our findings indicate that a healthy microbiome and specifically, Lactobacillus reuteri, is protective against CRC through microbial metabolite exchange.",animal,,
13,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33811041/,Long-term dietary patterns are associated with pro-inflammatory and anti-inflammatory features of the gut microbiome,"Objective:
        
      
      The microbiome directly affects the balance of pro-inflammatory and anti-inflammatory responses in the gut. As microbes thrive on dietary substrates, the question arises whether we can nourish an anti-inflammatory gut ecosystem. We aim to unravel interactions between diet, gut microbiota and their functional ability to induce intestinal inflammation.
    


          Design:
        
      
      We investigated the relation between 173 dietary factors and the microbiome of 1425 individuals spanning four cohorts: Crohn's disease, ulcerative colitis, irritable bowel syndrome and the general population. Shotgun metagenomic sequencing was performed to profile gut microbial composition and function. Dietary intake was assessed through food frequency questionnaires. We performed unsupervised clustering to identify dietary patterns and microbial clusters. Associations between diet and microbial features were explored per cohort, followed by a meta-analysis and heterogeneity estimation.
    


          Results:
        
      
      We identified 38 associations between dietary patterns and microbial clusters. Moreover, 61 individual foods and nutrients were associated with 61 species and 249 metabolic pathways in the meta-analysis across healthy individuals and patients with IBS, Crohn's disease and UC (false discovery rate<0.05). Processed foods and animal-derived foods were consistently associated with higher abundances of Firmicutes, Ruminococcus species of the Blautia genus and endotoxin synthesis pathways. The opposite was found for plant foods and fish, which were positively associated with short-chain fatty acid-producing commensals and pathways of nutrient metabolism.
    


          Conclusion:
        
      
      We identified dietary patterns that consistently correlate with groups of bacteria with shared functional roles in both, health and disease. Moreover, specific foods and nutrients were associated with species known to infer mucosal protection and anti-inflammatory effects. We propose microbial mechanisms through which the diet affects inflammatory responses in the gut as a rationale for future intervention studies.",animal,,
14,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/24315484/,Microbiota modulate behavioral and physiological abnormalities associated with neurodevelopmental disorders,"Neurodevelopmental disorders, including autism spectrum disorder (ASD), are defined by core behavioral impairments; however, subsets of individuals display a spectrum of gastrointestinal (GI) abnormalities. We demonstrate GI barrier defects and microbiota alterations in the maternal immune activation (MIA) mouse model that is known to display features of ASD. Oral treatment of MIA offspring with the human commensal Bacteroides fragilis corrects gut permeability, alters microbial composition, and ameliorates defects in communicative, stereotypic, anxiety-like and sensorimotor behaviors. MIA offspring display an altered serum metabolomic profile, and B. fragilis modulates levels of several metabolites. Treating naive mice with a metabolite that is increased by MIA and restored by B. fragilis causes certain behavioral abnormalities, suggesting that gut bacterial effects on the host metabolome impact behavior. Taken together, these findings support a gut-microbiome-brain connection in a mouse model of ASD and identify a potential probiotic therapy for GI and particular behavioral symptoms in human neurodevelopmental disorders.",animal,,
15,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32235826/,Metagenome-wide association of gut microbiome features for schizophrenia,"Evidence is mounting that the gut-brain axis plays an important role in mental diseases fueling mechanistic investigations to provide a basis for future targeted interventions. However, shotgun metagenomic data from treatment-naïve patients are scarce hampering comprehensive analyses of the complex interaction between the gut microbiota and the brain. Here we explore the fecal microbiome based on 90 medication-free schizophrenia patients and 81 controls and identify a microbial species classifier distinguishing patients from controls with an area under the receiver operating characteristic curve (AUC) of 0.896, and replicate the microbiome-based disease classifier in 45 patients and 45 controls (AUC = 0.765). Functional potentials associated with schizophrenia include differences in short-chain fatty acids synthesis, tryptophan metabolism, and synthesis/degradation of neurotransmitters. Transplantation of a schizophrenia-enriched bacterium, Streptococcus vestibularis, appear to induces deficits in social behaviors, and alters neurotransmitter levels in peripheral tissues in recipient mice. Our findings provide new leads for further investigations in cohort studies and animal models.",animal,,
16,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32403302/,The Microbiome in Cystic Fibrosis Pulmonary Disease,"Cystic fibrosis (CF) is a genetic disease with mutational changes leading to profound dysbiosis, both pulmonary and intestinal, from a very young age. This dysbiosis plays an important role in clinical manifestations, particularly in the lungs, affected by chronic infection. The range of microbiological tools has recently been enriched by metagenomics based on next-generation sequencing (NGS). Currently applied essentially in a gene-targeted manner, metagenomics has enabled very exhaustive description of bacterial communities in the CF lung niche and, to a lesser extent, the fungi. Aided by progress in bioinformatics, this now makes it possible to envisage shotgun sequencing and opens the door to other areas of the microbial world, the virome, and the archaeome, for which almost everything remains to be described in cystic fibrosis. Paradoxically, applying NGS in microbiology has seen a rebirth of bacterial culture, but in an extended manner (culturomics), which has proved to be a perfectly complementary approach to NGS. Animal models have also proved indispensable for validating microbiome pathophysiological hypotheses. Description of pathological microbiomes and correlation with clinical status and therapeutics (antibiotic therapy, cystic fibrosis transmembrane conductance regulator (CFTR) modulators) revealed the richness of microbiome data, enabling description of predictive and follow-up biomarkers. Although monogenic, CF is a multifactorial disease, and both genotype and microbiome profiles are crucial interconnected factors in disease progression. Microbiome-genome interactions are thus important to decipher.",animal,,
17,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33182758/,Can Gut Microbiota Affect Dry Eye Syndrome?,"Using metagenomics, continuing evidence has elicited how intestinal microbiota trigger distant autoimmunity. Sjögren's syndrome (SS) is an autoimmune disease that affects the ocular surface, with frequently unmet therapeutic needs requiring new interventions for dry eye management. Current studies also suggest the possible relation of autoimmune dry eye with gut microbiota. Herein, we review the current knowledge of how the gut microbiota interact with the immune system in homeostasis as well as its influence on rheumatic and ocular autoimmune diseases, and compare their characteristics with SS. Both rodent and human studies regarding gut microbiota in SS and environmental dry eye are explored, and the effects of prebiotics and probiotics on dry eye are discussed. Recent clinical studies have commonly observed a correlation between gut dysbiosis and clinical manifestations of SS, while environmental dry eye portrays characteristics in between normal and autoimmune. Moreover, a decrease in both the Firmicutes/Bacteroidetes ratio and genus Faecalibacterium have most commonly been observed in SS subjects. The presumable pathways forming the ""gut dysbiosis-ocular surface-lacrimal gland axis"" are introduced. This review may provide perspectives into the link between the gut microbiome and dry eye, enhance our understanding of the pathogenesis in autoimmune dry eye, and be useful in the development of future interventions.",animal,,
18,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/28481406/,The role of the microbiome in cancer development and therapy,"Answer questions and earn CME/CNE The human body harbors enormous numbers of microbiota that influence cancer susceptibility, in part through their prodigious metabolic capacity and their profound influence on immune cell function. Microbial pathogens drive tumorigenesis in 15% to 20% of cancer cases. Even larger numbers of malignancies are associated with an altered composition of commensal microbiota (dysbiosis) based on microbiome studies using metagenomic sequencing. Although association studies cannot distinguish whether changes in microbiota are causes or effects of cancer, a causative role is supported by rigorously controlled preclinical studies using gnotobiotic mouse models colonized with one or more specific bacteria. These studies demonstrate that microbiota can alter cancer susceptibility and progression by diverse mechanisms, such as modulating inflammation, inducing DNA damage, and producing metabolites involved in oncogenesis or tumor suppression. Evidence is emerging that microbiota can be manipulated for improving cancer treatment. By incorporating probiotics as adjuvants for checkpoint immunotherapy or by designing small molecules that target microbial enzymes, microbiota can be harnessed to improve cancer care. CA Cancer J Clin 2017;67:326-344. © 2017 American Cancer Society.",animal,,
19,animal,human,https://pubmed.ncbi.nlm.nih.gov/?term=human+animal+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33027674/,Obesity Impairs Short-Term and Working Memory through Gut Microbial Metabolism of Aromatic Amino Acids,"The gut microbiome has been linked to fear extinction learning in animal models. Here, we aimed to explore the gut microbiome and memory domains according to obesity status. A specific microbiome profile associated with short-term memory, working memory, and the volume of the hippocampus and frontal regions of the brain differentially in human subjects with and without obesity. Plasma and fecal levels of aromatic amino acids, their catabolites, and vegetable-derived compounds were longitudinally associated with short-term and working memory. Functionally, microbiota transplantation from human subjects with obesity led to decreased memory scores in mice, aligning this trait from humans with that of recipient mice. RNA sequencing of the medial prefrontal cortex of mice revealed that short-term memory associated with aromatic amino acid pathways, inflammatory genes, and clusters of bacterial species. These results highlight the potential therapeutic value of targeting the gut microbiota for memory impairment, specifically in subjects with obesity.",animal,,
