Term IRI	Term label	Parent term IRI	Parent term label	Alternative term	Definition
http://purl.obolibrary.org/obo/UBERON_0004755	skeletal tissue	http://purl.obolibrary.org/obo/UBERON_0002384	connective tissue		A specialized form of connective tissue in which the extracellular matrix is firm, providing the tissue with resilience, and/or mineralized and that functions in mechanical and structural support.[VSAO].
http://purl.obolibrary.org/obo/UBERON_0004756	dermal skeletal element	http://purl.obolibrary.org/obo/UBERON_0010314	structure with developmental contribution from neural crest		Dermis-derived entity that is made of skeletal tissue.
http://purl.obolibrary.org/obo/UBERON_0004765	skeletal element	http://purl.obolibrary.org/obo/UBERON_0000062	organ		Organ consisting of skeletal tissue. Encompasses whole bones, fused bones, cartilaginious elements, teeth, dermal denticles.
http://purl.obolibrary.org/obo/UBERON_0004766	cranial bone	http://purl.obolibrary.org/obo/UBERON_0003457	head bone		A bone that is part of a cranium.
http://purl.obolibrary.org/obo/UBERON_0004768	bone of lower jaw	http://purl.obolibrary.org/obo/UBERON_0012360	bone of jaw		Any bone that is part of the lower jaw skeleton. This includes (when present): the dentary/mandible, the articular, the splenial, the suprangular.
http://purl.obolibrary.org/obo/UBERON_0004770	articular system	http://purl.obolibrary.org/obo/UBERON_0034925	anatomical collection		Anatomical system that consists of all the joints of the body.
http://purl.obolibrary.org/obo/UBERON_0004785	respiratory system mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	mucosa		The mucous membrane lining the respiratory tract.
http://purl.obolibrary.org/obo/UBERON_0004786	gastrointestinal system mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	mucosa		A mucosa that is part of a gastrointestinal system.
http://purl.obolibrary.org/obo/UBERON_0004797	blood vessel layer	http://purl.obolibrary.org/obo/UBERON_0004923	organ component layer		Any of the tissue layers that comprise a blood vessel. Examples: tunica media, tunica adventitia.
http://purl.obolibrary.org/obo/UBERON_0004807	respiratory system epithelium	http://purl.obolibrary.org/obo/UBERON_0000483	epithelium		An epithelium that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004808	gastrointestinal system epithelium	http://purl.obolibrary.org/obo/UBERON_0000483	epithelium		An epithelium that is part of a digestive system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004864	vasculature of retina	http://purl.obolibrary.org/obo/UBERON_0036302	vasculature of central nervous system plus retina		A vasculature that is part of a retina [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004872	splanchnic layer of lateral plate mesoderm	http://purl.obolibrary.org/obo/UBERON_0002050	embryonic structure		Layer of lateral plate mesoderm that forms the circulatory system and future gut wall - overlies endoderm[WP].
http://purl.obolibrary.org/obo/UBERON_0004902	urogenital sinus epithelium	http://purl.obolibrary.org/obo/UBERON_0012275	meso-epithelium		The fetal urogenital sinus (from which the prostate derives) is a simple cylinder of stratified basal epithelium, surrounded by mesenchyme and positioned between the embryonic bladder and pelvic urethra.
http://purl.obolibrary.org/obo/UBERON_0004905	articulation	http://purl.obolibrary.org/obo/UBERON_0034921	multi organ part structure		Anatomical cluster that connects two or more adjacent skeletal elements or hardened body parts.
http://purl.obolibrary.org/obo/UBERON_0004906	ectodermal part of digestive tract	http://purl.obolibrary.org/obo/UBERON_0004921	subdivision of digestive tract		A portion of the gut that is derived from ectoderm.
http://purl.obolibrary.org/obo/UBERON_0004909	epithelium of gonad	http://purl.obolibrary.org/obo/UBERON_0005156	reproductive structure		An epithelium surrounding a gonad.
http://purl.obolibrary.org/obo/UBERON_0004921	subdivision of digestive tract	http://purl.obolibrary.org/obo/UBERON_0013522	subdivision of tube		A proximal-distal subdivision of the digestive tract.
http://purl.obolibrary.org/obo/UBERON_0004923	organ component layer	http://purl.obolibrary.org/obo/UBERON_0000064	organ part		A part of a wall of an organ that forms a layer.
http://purl.obolibrary.org/obo/UBERON_0005061	neural groove	http://purl.obolibrary.org/obo/UBERON_0002050	embryonic structure		The median dorsal longitudinal groove formed in the embryo by the neural plate after the appearance of the neural folds.
http://purl.obolibrary.org/obo/UBERON_0005062	neural fold	http://purl.obolibrary.org/obo/UBERON_0015212	lateral structure		One of the two elevated edges of the neural groove[GO,MP].
http://purl.obolibrary.org/obo/UBERON_0005068	neural rod	http://purl.obolibrary.org/obo/UBERON_0016879	future central nervous system		A solid rod of neurectoderm derived from the neural keel. The neural rod is roughly circular in cross section. Neural rod formation occurs during primary neurulation in teleosts[GO]. An intermediate stage in the development of the central nervous system present during the segmentation period; the neural rod is roughly cylindrical in shape, forms from the neural keel, and is not yet hollowed out into the neural tube[ZFIN].
http://purl.obolibrary.org/obo/UBERON_0005085	ectodermal placode	http://purl.obolibrary.org/obo/UBERON_0002050	embryonic structure		An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm[GO].
http://purl.obolibrary.org/obo/UBERON_0005090	muscle structure	http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure		Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms[GO].
http://purl.obolibrary.org/obo/UBERON_0005156	reproductive structure	http://purl.obolibrary.org/obo/UBERON_0010000	multicellular anatomical structure		Any anatomical structure that is part of the reproductive system.
http://purl.obolibrary.org/obo/UBERON_0005157	epithelial fold	http://purl.obolibrary.org/obo/UBERON_0000483	epithelium		An epithelial sheet bent on a linear axis.
http://purl.obolibrary.org/obo/UBERON_0005162	multi cell part structure	http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure		A structure consisting of multiple cell components but which is not itself a cell and does not have (complete) cells as a part.
http://purl.obolibrary.org/obo/UBERON_0005177	trunk region element	http://purl.obolibrary.org/obo/UBERON_0000062	organ		An organ or element that part of the trunk region. The trunk region can be further subdividied into thoracic (including chest and thoracic cavity) and abdominal (including abdomen and pelbis) regions.
http://purl.obolibrary.org/obo/UBERON_0005178	thoracic cavity element	http://purl.obolibrary.org/obo/UBERON_0005181	thoracic segment organ		An organ or element that is in the thoracic cavity. Examples: lung, heart, longus colli.
http://purl.obolibrary.org/obo/UBERON_0005181	thoracic segment organ	http://purl.obolibrary.org/obo/UBERON_0005177	trunk region element		An organ that part of the thoracic segment region. This region can be further subdividied chest and thoracic cavity regions.
http://purl.obolibrary.org/obo/UBERON_0005253	head mesenchyme	http://purl.obolibrary.org/obo/UBERON_0005291	embryonic tissue		Portion of primordial embryonic connective tissue of the developing head, consisting of mesenchymal cells supported in interlaminar jelly, that derive mostly from the mesoderm and contribute to head connective tissue, bone and musculature in conjunction with cranial neural crest cells.
http://purl.obolibrary.org/obo/UBERON_0005256	trunk mesenchyme	http://purl.obolibrary.org/obo/UBERON_0005291	embryonic tissue		Mesenchyme that is part of a developing trunk.
http://purl.obolibrary.org/obo/UBERON_0005281	ventricular system of central nervous system	http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure		A set of structures containing cerebrospinal fluid in the brain. It is continuous with the central canal of the spinal cord[WP].
http://purl.obolibrary.org/obo/UBERON_0005283	tela choroidea	http://purl.obolibrary.org/obo/UBERON_0004923	organ component layer		A structure found in the walls of the ventricles of the brain, consisting of part of the meninges (pia mater in mammals) plus ependyma[cjm].
http://purl.obolibrary.org/obo/UBERON_0005289	tela choroidea of telencephalic ventricle	http://purl.obolibrary.org/obo/UBERON_0010314	structure with developmental contribution from neural crest		Tela chorioidea that lines the telencephalic ventricle.
http://purl.obolibrary.org/obo/UBERON_0005291	embryonic tissue	http://purl.obolibrary.org/obo/UBERON_0000479	tissue		A portion of tissue that is part of an embryo.
http://purl.obolibrary.org/obo/UBERON_0005292	extraembryonic tissue	http://purl.obolibrary.org/obo/UBERON_0000479	tissue		Portion of tissue that is contiguous with the embryo and is comprised of portions of tissue or cells that will not contribute to the embryo.
http://purl.obolibrary.org/obo/UBERON_0005358	ventricle of nervous system	http://purl.obolibrary.org/obo/UBERON_0004923	organ component layer		A layer in the central nervous system that lines system of communicating cavities in the brain and spinal cord.
http://purl.obolibrary.org/obo/UBERON_0005388	photoreceptor array	http://purl.obolibrary.org/obo/UBERON_0004923	organ component layer		An array of photoreceptors and any supporting cells found in an eye.
http://purl.obolibrary.org/obo/UBERON_0005389	transparent eye structure	http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure		A transparent structure that is part of a visual sense organ, the function of which is to direct or focus light onto a photoreceptor array.
http://purl.obolibrary.org/obo/UBERON_0005426	lens vesicle	http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure		Portion of tissue that gives rise to the lens.
http://purl.obolibrary.org/obo/UBERON_0005498	primitive heart tube	http://purl.obolibrary.org/obo/UBERON_0004120	mesoderm-derived structure		Multi-tissue structure that arises from the heart rudiment and will become the heart tube.
http://purl.obolibrary.org/obo/UBERON_0005564	gonad primordium	http://purl.obolibrary.org/obo/UBERON_0001048	primordium		Portion of tissue that gives rise to the immature gonad.
http://purl.obolibrary.org/obo/UBERON_0005598	trunk somite	http://purl.obolibrary.org/obo/UBERON_0002329	somite		A somite that is part of a trunk.
http://purl.obolibrary.org/obo/UBERON_0005629	vascular plexus	http://purl.obolibrary.org/obo/UBERON_0002049	vasculature		A vascular network formed by frequent anastomoses between the blood vessels (arteries or veins) of a part.
http://purl.obolibrary.org/obo/UBERON_0005638	anterior chamber epithelium	http://purl.obolibrary.org/obo/UBERON_0015808	eye epithelium		An epithelium that is part of a anterior chamber of eyeball.
